eventid,minute,second,teamid,x,y,period,type,outcometype,qualifiers.type.value,qualifiers.type.displayname,qualifiers.value,satisfiedeventstypes,istouch,playerid,endx,endy,blockedx,blockedy,goalmouthz,goalmouthy,isshot,relatedeventid,relatedplayerid,isgoal,cardtype,isowngoal,cumulative_mins,id,typeid,name,assist,type_value_captain,type_value_player position,type_value_team kit,type_value_team formation,type_value_jersey number,type_value_team player formation,type_value_resume,type_value_involved,type_value_direction of play,type_value_pass end y,type_value_zone,type_value_angle,type_value_length,type_value_kick off,type_value_pass end x,type_value_long ball,type_value_chipped,type_value_throw-in,type_value_launch,type_value_head pass,type_value_opposite related event id,type_value_direct,type_value_hand,type_value_offensive,type_value_defensive,type_value_free kick taken,type_value_foul,type_value_attempted tackle,type_value_not visible,type_value_out of play,type_value_none,"type_value_blocked
pass",type_value_standing,type_value_head,type_value_switch of play,type_value_assist,type_value_gk x blocked,type_value_goal mouth z coordinate,type_value_individual play,type_value_assisted,type_value_box-left,type_value_related event id,type_value_gk y coordinate,type_value_regular play,type_value_left footed,type_value_goal mouth y coordinate,type_value_big chance,type_value_close right,type_value_goal kick,type_value_high,type_value_cross,type_value_out-swinger,"type_value_intentional
assist",type_value_first touch,type_value_box-centre,type_value_left,type_value_low,type_value_overrun,type_value_lay-off,type_value_blocked x co-ordinate,type_value_blocked y co-ordinate,type_value_right footed,type_value_low centre,type_value_stooping,type_value_hands,type_value_collected,type_value_over-arm,type_value_keeper throw,type_value_blocked cross,type_value_straight,type_value_small box- centre,type_value_low right,type_value_gk kick from hands,type_value_shirt pull/holding,type_value_yellow card,type_value_in-swinger,type_value_serious foul,type_value_red card,type_value_players caught offside,type_value_indirect,type_value_second yellow,type_value_out of box-centre,type_value_right,type_value_corner taken,type_value_low left,type_value_blocked,type_value_from corner,type_value_six yard blocked,type_value_volley,type_value_def block,type_value_aerial foul,type_value_hit woodwork,type_value_high claim,type_value_leading to goal,type_value_fantasy assist type,type_value_assist team,"type_value_fantasy
assisted by",type_value_last line,type_value_swerve right,type_value_high left,type_value_end type,type_value_tactical,type_value_position side id,type_value_formation slot,type_value_detailed position id,type_value_flick-on,type_value_shove/push,type_value_box-right,type_value_diving,type_value_parried safe,type_value_overhit cross,type_value_pull back,type_value_injury,type_value_high centre,type_value_reaching,type_value_own player,type_value_set piece,type_value_own shot blocked,type_value_close left,type_value_fast break,type_value_free kick,type_value_close high,type_value_high right,type_value_not past goal line,type_value_strong,type_value_game end,value_captain,value_player position,value_team kit,value_team formation,value_jersey number.x,value_team player formation,value_resume,value_involved,value_direction of play,value_pass end y,value_zone,value_angle,value_length,value_kick off,value_pass end x,value_long ball,value_chipped,value_throw-in,value_launch,value_head pass,value_opposite related event id,value_direct,value_hand,value_offensive,value_defensive,value_free kick taken,value_foul,value_attempted tackle,value_not visible,value_out of play,value_none,"value_blocked
pass",value_standing,value_head,value_switch of play,value_assist,value_gk x blocked,value_goal mouth z coordinate,value_individual play,value_assisted,value_box-left,value_related event id,value_gk y coordinate,value_regular play,value_left footed,value_goal mouth y coordinate,value_big chance,value_close right,value_goal kick,value_high,value_cross,value_out-swinger,"value_intentional
assist",value_first touch,value_box-centre,value_left,value_low,value_overrun,value_lay-off,value_blocked x co-ordinate,value_blocked y co-ordinate,value_right footed,value_low centre,value_stooping,value_hands,value_collected,value_over-arm,value_keeper throw,value_blocked cross,value_straight,value_small box- centre,value_low right,value_gk kick from hands,value_shirt pull/holding,value_yellow card,value_in-swinger,value_serious foul,value_red card,value_players caught offside,value_indirect,value_second yellow,value_out of box-centre,value_right,value_corner taken,value_low left,value_blocked,value_from corner,value_six yard blocked,value_volley,value_def block,value_aerial foul,value_hit woodwork,value_high claim,value_leading to goal,value_fantasy assist type,value_assist team,"value_fantasy
assisted by",value_last line,value_swerve right,value_high left,value_end type,value_tactical,value_position side id,value_formation slot,value_detailed position id,value_flick-on,value_shove/push,value_box-right,value_diving,value_parried safe,value_overhit cross,value_pull back,value_injury,value_high centre,value_reaching,value_own player,value_set piece,value_own shot blocked,value_close left,value_fast break,value_free kick,value_close high,value_high right,value_not past goal line,value_strong,value_game end,teamname,h_a,ft,timestamp,venuename,season,index,start_zone_value_xt,end_zone_value_xt,xt,oppositionteamname,prog_pass,prog_carry,pass_or_carry_angle,shortname,event_index,possession_id,possession_team,row_number,formation_position,formation_name,value_jersey number.y,type_value_through ball,type_value_hit left post,type_value_feet,type_value_hit right post,type_value_swerve left,"type_value_throw-in set
piece",type_value_close right and high,type_value_box-deep right,type_value_parried danger,type_value_pass was deemed a 2nd assist - 2nd assist player to assist a goal,type_value_2nd assisted,"type_value_2nd related
event id",type_value_leading to attempt,type_value_caught,type_value_other body part,type_value_dissent,value_through ball,value_hit left post,value_feet,value_hit right post,value_swerve left,"value_throw-in set
piece",value_close right and high,value_box-deep right,value_parried danger,value_pass was deemed a 2nd assist - 2nd assist player to assist a goal,value_2nd assisted,"value_2nd related
event id",value_leading to attempt,value_caught,value_other body part,value_dissent,type_value_out of box-deep left,type_value_deflection,type_value_own goal,type_value_unchallenged,type_value_small box-left,type_value_1 on 1,type_value_tap,type_value_follows a dribble,type_value_box-deep left,type_value_keeper touched,type_value_goal disallowed,value_out of box-deep left,value_deflection,value_own goal,value_unchallenged,value_small box-left,value_1 on 1,value_tap,value_follows a dribble,value_box-deep left,value_keeper touched,value_goal disallowed,competition,week,"type_value_blocked
pass",type_value_dangerous play,"type_value_intentional
assist",type_value_review,"type_value_throw-in set
piece",type_value_fair play,type_value_35+ centre,type_value_follows shot rebound,"value_blocked
pass",value_dangerous play,"value_intentional
assist",value_review,"value_throw-in set
piece",value_fair play,value_35+ centre,value_follows shot rebound,source_file,"type_value_out on
sideline",type_value_argument,"value_out on
sideline",value_argument,type_value_weak,type_value_captain change,value_weak,value_captain change,type_value_out of box-left,type_value_penalty,"type_value_fantasy
assisted by",type_value_scored,type_value_small box-right,type_value_gk hoof,value_out of box-left,value_penalty,"value_fantasy
assisted by",value_scored,value_small box-right,value_gk hoof,type_value_hit bar,value_hit bar,type_value_obstruction,type_value_off the ball foul,type_value_missed,value_obstruction,value_off the ball foul,value_missed
2.0,0,0.0,aekjg4wbxaixtwu4aicmiju92,0.0,0.0,FirstHalf,Start,Successful,,,,,,,0.0,0.0,,,,,,,,,,,0.0,2841135355.0,32.0,,,,,,,,,,,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Fateh SC,home,1 : 2,2025-08-30,Al Fateh Club Stadium,2025/2026,1,,,,Al Fayha FC,0.0,0.0,0.0,,1,1,Al Fayha FC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Pro League,week1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,0,0.0,ebcxfnmnxrxvv6lcjsahgd38j,0.0,0.0,FirstHalf,Start,Successful,,,,,,,0.0,0.0,,,,,,,,,,,0.0,2841135349.0,32.0,,,,,,,,,,,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Fayha FC,away,1 : 2,2025-08-30,Al Fateh Club Stadium,2025/2026,2,,,,Al Fateh SC,0.0,0.0,0.0,,2,1,Al Fayha FC,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Pro League,week1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,0,0.0,ebcxfnmnxrxvv6lcjsahgd38j,52.605,34.0,FirstHalf,Pass,Successful,,,,,,5p8y1fedi7alsnrdwg7lmw99l,36.33,42.228,,,,,,,,,,,0.0,2841135427.0,1.0,F. Sakala,,,,,,,,,,,141.0,56.0,213.0,212.0,279.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1,Back,2.67,18.2,S,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Fayha FC,away,1 : 2,2025-08-30,Al Fateh Club Stadium,2025/2026,3,0.01689528,0.01269174,-0.00420354,Al Fateh SC,-16.7661804699717,0.0,153.180633555212,F. Sakala,3,1,Al Fayha FC,3,ST,352.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Pro League,week1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,0,1.0,ebcxfnmnxrxvv6lcjsahgd38j,36.645,41.14,FirstHalf,Pass,Successful,,,,,,cnx7tmwlhhrupy9zwpm14z9w5,42.525,5.44,,,,,,,,,,,0.0166666666666667,2841135483.0,1.0,Y. Benzia,,,,,,,,,,,141.0,56.0,213.0,212.0,,140.0,1.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Back,4.88,36.2,,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Fayha FC,away,1 : 2,2025-08-30,Al Fateh Club Stadium,2025/2026,4,0.01262646,0.01126267,-0.00136379,Al Fateh SC,0.0333749554416869,0.0,-80.6470207499068,Y. Benzia,4,1,Al Fayha FC,4,LMF,352.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Pro League,week1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,0,5.0,ebcxfnmnxrxvv6lcjsahgd38j,40.215,5.372,FirstHalf,Pass,Unsuccessful,,,,,,9vsqe0uy76u157na942hdokx5,68.04,0.0,,,,,,,,,,,0.0833333333333333,2841135545.0,1.0,Mohammed Al Baqawi,,,,,,,,,,,141.0,56.0,213.0,212.0,,140.0,,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Right,6.07,28.5,,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Fayha FC,away,1 : 2,2025-08-30,Al Fateh Club Stadium,2025/2026,5,,,,Al Fateh SC,20.6084420234691,0.0,-10.9272975039947,M. A. Baqawi,5,1,Al Fayha FC,5,RFB,352.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Pro League,week1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,0,15.0,aekjg4wbxaixtwu4aicmiju92,47.355,68.0,FirstHalf,Pass,Successful,,,,,,4u3pq05nvcw6aemv99pbiopp0,56.49,62.22,,,,,,,,,,,0.25,2841135775.0,1.0,Majed Qasheesh,,,,,,,,,,,141.0,56.0,213.0,212.0,,140.0,,,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.5,Left,5.68,11.1,,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Fateh SC,home,1 : 2,2025-08-30,Al Fateh Club Stadium,2025/2026,6,0.01248344,0.01473596,0.00225252,Al Fayha FC,10.8037335293763,0.0,-32.3228158832244,M. Qasheesh,6,2,Al Fateh SC,6,LB,442.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Pro League,week1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5,0,17.5,aekjg4wbxaixtwu4aicmiju92,56.49,62.22,FirstHalf,Carry,Successful,999.0,takeOns,0.0,,True,3yse82loi3vxx4kyg6oe8cbo4,41.79,61.404,,,,,,5.0,,,,,0.291666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Fateh SC,home,1 : 2,2025-08-30,Al Fateh Club Stadium,2025/2026,7,0.01473596,0.01126267,-0.00347329,Al Fayha FC,0.0,-12.7735315808705,-176.822760339466,,7,2,Al Fateh SC,7,LMF,442.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Pro League,week1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,0,20.0,aekjg4wbxaixtwu4aicmiju92,41.79,61.404,FirstHalf,Pass,Successful,,,,,,3yse82loi3vxx4kyg6oe8cbo4,28.14,43.86,,,,,,,,,,,0.333333333333333,2841135827.0,1.0,Abdullah Al Anazi,,,,,,,,,,,141.0,56.0,213.0,212.0,,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,Back,4.05,22.2,,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Fateh SC,home,1 : 2,2025-08-30,Al Fateh Club Stadium,2025/2026,8,0.01126267,0.01110462,-0.00015805,Al Fayha FC,-8.59513881439339,0.0,-127.884478465447,A. A. Anazi,8,2,Al Fateh SC,8,LMF,442.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Pro League,week1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,0,22.0,aekjg4wbxaixtwu4aicmiju92,28.56,41.956,FirstHalf,Pass,Unsuccessful,,,,,,cypipec6wd6cpgcspxjwvdadx,63.315,68.0,,,,,,,,,,,0.366666666666667,2841135859.0,1.0,Jorge Fernandes,,,,,,,,,,,141.0,56.0,213.0,212.0,,140.0,1.0,,,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,Left,0.65,43.6,,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Fateh SC,home,1 : 2,2025-08-30,Al Fateh Club Stadium,2025/2026,9,,,,Al Fayha FC,23.0603641155514,0.0,36.8464149052239,J. Fernandes,9,2,Al Fateh SC,9,RCD,442.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Pro League,week1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,0,38.0,ebcxfnmnxrxvv6lcjsahgd38j,42.21,0.0,FirstHalf,Pass,Unsuccessful,,,,,,9vsqe0uy76u157na942hdokx5,61.95,18.36,,,,,,,,,,,0.633333333333333,2841136179.0,1.0,Mohammed Al Baqawi,,,,,,,,,,,141.0,56.0,213.0,212.0,,140.0,1.0,,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,Center,0.77,27.6,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Fayha FC,away,1 : 2,2025-08-30,Al Fateh Club Stadium,2025/2026,10,,,,Al Fateh SC,25.6013998867365,0.0,42.9256266191457,M. A. Baqawi,10,2,Al Fateh SC,10,RFB,352.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi Pro League,week1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
